2025-04-13 21:08:33,cardboard_box,0.813,567.0,170.7,145.9,338.5
2025-04-13 21:08:34,cardboard_box,0.535,304.2,171.7,596.4,342.9
2025-04-13 21:08:35,cardboard_box,0.373,545.4,188.0,189.1,372.9
2025-04-13 21:08:36,cardboard_box,0.615,319.0,177.4,636.8,353.4
2025-04-13 21:08:37,cardboard_box,0.573,47.0,202.5,94.0,233.4
2025-04-13 21:08:38,cardboard_box,0.787,487.2,217.0,305.6,434.0
2025-04-13 21:08:38,cardboard_box,0.69,317.9,193.3,635.8,386.6
2025-04-13 21:08:39,rock,0.307,294.6,421.5,579.9,116.4
2025-04-13 21:08:39,cardboard_box,0.324,135.7,187.5,268.6,249.4
2025-04-13 21:08:40,rock,0.513,500.7,231.1,277.6,461.1
2025-04-13 21:08:40,cardboard_box,0.403,500.6,231.9,276.7,462.8
2025-04-13 21:08:40,cardboard_box,0.257,316.3,215.5,632.6,429.8
2025-04-13 21:08:42,rock,0.837,495.6,233.1,287.6,466.0
2025-04-13 21:08:42,rock,0.634,329.2,234.5,619.4,468.2
2025-04-13 21:08:42,cardboard_box,0.26,303.2,236.7,599.2,473.5
2025-04-13 21:08:44,rock,0.98,502.4,236.2,274.6,472.4
2025-04-13 21:08:45,rock,0.991,567.6,239.5,143.4,476.4
2025-04-13 21:08:46,rock,0.809,328.2,240.9,621.5,478.3
2025-04-13 21:08:48,wooden_box,0.429,27.6,471.4,53.8,17.2
2025-04-13 21:08:48,rock,0.815,325.8,238.9,625.1,477.6
2025-04-13 21:08:50,rock,0.892,326.7,238.9,623.7,477.8
2025-04-13 21:08:52,rock,0.849,329.3,240.8,620.0,478.5
2025-04-13 21:08:53,cardboard_box,0.321,317.0,228.4,633.9,456.7
2025-04-13 21:08:54,rock,0.9,326.2,238.7,624.8,477.5
2025-04-13 21:08:55,cardboard_box,0.525,316.3,233.2,632.6,465.8
2025-04-13 21:08:55,rock,0.406,94.7,438.1,189.3,83.1
2025-04-13 21:08:56,rock,0.42,91.7,419.7,183.4,119.0
2025-04-13 21:08:56,cardboard_box,0.752,304.0,238.0,594.2,476.0
2025-04-13 21:08:56,cardboard_box,0.583,313.7,237.9,627.4,475.9
2025-04-13 21:08:57,cardboard_box,0.736,303.3,237.9,595.3,475.7
2025-04-13 21:08:58,cardboard_box,0.685,303.5,238.0,594.1,476.0
2025-04-13 21:08:58,rock,0.66,126.6,409.2,251.5,140.4
2025-04-13 21:08:59,cardboard_box,0.733,303.6,237.8,596.2,475.7
2025-04-13 21:08:59,cardboard_box,0.968,368.5,237.7,539.3,475.3
2025-04-13 21:09:01,cardboard_box,0.619,303.4,238.0,594.9,476.0
2025-04-13 21:09:01,cardboard_box,0.932,414.1,237.8,445.8,475.6
2025-04-13 21:09:02,cardboard_box,0.759,64.1,213.9,128.3,114.5
2025-04-13 21:09:02,rock,0.334,283.9,460.0,462.4,39.3
2025-04-13 21:09:02,plastic_crate,0.37,56.5,185.9,112.9,369.1
2025-04-13 21:09:02,cardboard_box,0.294,56.8,185.1,110.7,369.9
2025-04-13 21:09:03,cardboard_box,0.74,303.0,238.1,596.2,476.2
2025-04-13 21:09:03,cardboard_box,0.815,501.0,234.2,274.5,468.4
2025-04-13 21:09:03,cardboard_box,0.376,407.2,233.8,459.4,467.6
2025-04-13 21:09:04,cardboard_box,0.809,108.5,208.8,215.2,144.7
2025-04-13 21:09:04,cardboard_box,0.424,119.1,191.1,235.3,380.7
2025-04-13 21:09:05,rock,0.36,451.3,395.3,370.4,167.5
2025-04-13 21:09:05,cardboard_box,0.928,253.7,236.9,500.6,473.7
2025-04-13 21:09:05,cardboard_box,0.785,153.2,199.6,304.6,191.5
2025-04-13 21:09:05,cardboard_box,0.385,134.0,204.4,267.6,406.8
2025-04-13 21:09:06,cardboard_box,0.517,128.1,182.3,255.0,268.0
2025-04-13 21:09:06,cardboard_box,0.876,261.8,237.0,516.5,473.9
2025-04-13 21:09:06,cardboard_box,0.88,187.6,191.7,372.2,220.4
2025-04-13 21:09:06,cardboard_box,0.46,550.6,170.2,177.8,338.0
2025-04-13 21:09:07,cardboard_box,0.391,289.6,176.7,576.7,297.8
2025-04-13 21:09:08,cardboard_box,0.876,222.3,237.4,439.2,474.5
2025-04-13 21:09:08,cardboard_box,0.763,170.7,196.0,341.3,217.2
2025-04-13 21:09:08,cardboard_box,0.402,545.9,176.5,185.4,353.0
2025-04-13 21:09:09,cardboard_box,0.577,214.9,174.8,429.3,308.0
2025-04-13 21:09:09,cardboard_box,0.721,278.5,176.8,551.0,295.7
2025-04-13 21:09:09,cardboard_box,0.853,204.7,236.7,409.4,473.4
2025-04-13 21:09:09,cardboard_box,0.513,189.4,235.0,377.0,469.4
2025-04-13 21:09:10,cardboard_box,0.945,251.7,178.6,498.0,348.6
2025-04-13 21:09:10,cardboard_box,0.561,314.5,176.7,629.0,349.0
2025-04-13 21:09:10,cardboard_box,0.624,214.6,238.9,429.3,477.8
2025-04-13 21:09:11,cardboard_box,0.399,301.4,238.5,596.8,476.0
2025-04-13 21:09:11,cardboard_box,0.964,256.5,176.2,507.5,350.6
2025-04-13 21:09:12,cardboard_box,0.663,300.7,219.2,599.6,435.7
2025-04-13 21:09:12,cardboard_box,0.755,535.3,187.5,209.3,234.0
2025-04-13 21:09:13,cardboard_box,0.759,231.9,176.7,462.6,347.9
2025-04-13 21:09:13,cardboard_box,0.39,147.9,166.8,295.0,333.6
2025-04-13 21:09:13,cardboard_box,0.746,446.4,172.4,384.8,299.9
2025-04-13 21:09:13,cardboard_box,0.56,360.5,177.5,558.9,277.0
2025-04-13 21:09:13,cardboard_box,0.725,258.5,178.2,508.9,347.0
2025-04-13 21:09:13,rock,0.513,604.1,230.6,62.9,54.1
2025-04-13 21:09:14,cardboard_box,0.49,302.6,237.9,600.3,475.7
2025-04-13 21:09:14,cardboard_box,0.818,278.7,178.9,557.5,356.5
2025-04-13 21:09:15,cardboard_box,0.561,347.5,174.8,571.5,297.9
2025-04-13 21:09:15,cardboard_box,0.466,344.9,242.6,588.7,463.0
2025-04-13 21:09:15,cardboard_box,0.771,227.0,170.3,444.9,329.3
2025-04-13 21:09:15,rock,0.608,573.8,229.6,57.1,53.3
2025-04-13 21:09:15,cardboard_box,0.518,408.8,238.1,450.7,476.2
2025-04-13 21:09:16,cardboard_box,0.883,256.0,183.4,511.9,366.7
2025-04-13 21:09:16,cardboard_box,0.372,192.3,170.4,379.4,340.8
2025-04-13 21:09:16,rock,0.785,610.7,229.1,58.7,54.5
2025-04-13 21:09:16,cardboard_box,0.779,274.2,177.9,541.4,355.8
2025-04-13 21:09:16,cardboard_box,0.533,323.9,210.5,629.4,408.2
2025-04-13 21:09:17,cardboard_box,0.471,313.0,175.8,626.0,348.8
2025-04-13 21:09:18,cardboard_box,0.889,173.9,167.9,347.8,317.6
2025-04-13 21:09:18,cardboard_box,0.25,316.6,241.1,631.5,477.9
2025-04-13 21:09:19,cardboard_box,0.383,270.7,180.3,541.4,357.8
2025-04-13 21:09:19,cardboard_box,0.944,180.3,169.7,360.6,325.7
2025-04-13 21:09:20,cardboard_box,0.901,36.1,220.7,69.7,91.2
2025-04-13 21:09:29,cat,0.99,169.6,176.8,187.8,249.8
2025-04-13 21:09:29,cardboard_box,0.499,273.1,179.6,537.8,359.1
2025-04-13 21:09:29,cardboard_box,0.903,51.3,217.4,102.7,103.4
2025-04-13 21:09:30,cat,0.983,85.0,175.0,169.6,289.5
2025-04-13 21:09:31,cardboard_box,0.861,224.9,178.1,439.4,356.2
2025-04-13 21:09:31,rock,0.771,577.0,229.5,64.1,56.9
2025-04-13 21:09:31,cardboard_box,0.951,89.6,210.4,178.0,134.6
2025-04-13 21:09:32,cat,0.985,78.9,167.2,157.8,321.5
2025-04-13 21:09:32,cardboard_box,0.801,228.8,182.3,447.8,364.6
2025-04-13 21:09:32,rock,0.688,582.5,228.6,62.0,55.8
2025-04-13 21:09:33,cardboard_box,0.874,138.3,203.6,273.9,173.7
2025-04-13 21:09:33,cat,0.905,40.6,168.6,81.1,329.7
2025-04-13 21:09:33,cardboard_box,0.956,191.4,176.9,382.7,353.8
2025-04-13 21:09:33,rock,0.321,490.5,223.7,53.7,51.1
2025-04-13 21:09:34,cardboard_box,0.864,116.8,219.8,232.0,160.0
2025-04-13 21:12:44,cardboard_box,0.984,600.6,176.2,78.2,279.9
2025-04-13 21:12:44,cardboard_box,0.983,88.3,201.7,175.1,170.3
2025-04-13 21:12:44,cardboard_box,0.966,600.1,201.0,79.9,172.7
2025-04-13 21:12:44,rock,0.321,315.4,240.0,630.8,480.0
2025-04-13 21:12:44,cardboard_box,0.992,597.4,173.7,85.3,304.9
2025-04-13 21:12:44,cardboard_box,0.983,579.1,196.0,119.9,204.6
2025-04-13 21:12:44,cardboard_box,0.975,57.2,198.8,113.4,180.3
2025-04-13 21:12:45,cardboard_box,0.989,533.9,180.9,210.7,264.2
2025-04-13 21:12:45,cardboard_box,0.99,595.7,166.6,88.4,328.3
2025-04-13 21:12:46,rock,0.375,303.1,240.0,602.4,480.0
2025-04-13 21:12:46,cardboard_box,0.987,579.7,185.9,118.8,221.4
2025-04-13 21:12:46,cardboard_box,0.338,30.9,191.1,61.8,207.7
2025-04-13 21:12:46,cardboard_box,0.937,551.3,180.7,177.4,361.0
2025-04-13 21:12:47,rock,0.402,326.4,239.5,623.5,478.1
2025-04-13 21:12:47,cardboard_box,0.891,624.8,167.3,28.9,334.0
2025-04-13 21:12:47,cardboard_box,0.314,623.7,122.1,31.5,244.3
2025-04-13 21:12:47,cardboard_box,0.984,515.0,171.4,250.0,309.3
2025-04-13 21:12:48,cardboard_box,0.99,488.2,170.9,303.6,332.8
2025-04-13 21:12:49,rock,0.722,386.7,238.3,499.8,476.6
2025-04-13 21:12:49,cardboard_box,0.985,484.9,191.7,304.2,366.4
2025-04-13 21:12:50,rock,0.857,448.5,235.9,383.1,471.8
2025-04-13 21:12:50,cardboard_box,0.956,516.9,163.4,244.8,324.1
2025-04-13 21:12:51,rock,0.475,227.8,237.4,454.3,474.9
2025-04-13 21:12:51,cardboard_box,0.325,388.0,254.5,497.6,415.7
2025-04-13 21:12:51,cardboard_box,0.323,436.1,185.2,400.7,265.8
2025-04-13 21:12:51,rock,0.781,531.3,220.2,215.6,440.2
2025-04-13 21:12:51,rock,0.377,283.7,392.7,556.6,172.0
2025-04-13 21:12:52,cardboard_box,0.985,572.7,191.2,132.7,317.3
2025-04-13 21:12:52,cardboard_box,0.746,345.1,262.2,578.8,435.6
2025-04-13 21:12:53,rock,0.67,545.5,214.2,187.7,428.3
2025-04-13 21:12:54,cardboard_box,0.859,615.6,179.3,48.0,269.5
2025-04-13 21:12:54,cardboard_box,0.687,306.4,251.5,604.2,448.3
2025-04-13 21:12:55,cardboard_box,0.972,587.8,168.4,104.1,328.0
2025-04-13 21:12:56,cardboard_box,0.611,317.0,175.9,633.9,318.6
2025-04-13 21:12:57,cardboard_box,0.971,571.3,176.0,136.7,344.1
2025-04-13 21:12:57,cardboard_box,0.619,304.9,170.8,600.8,341.4
2025-04-13 21:12:58,cardboard_box,0.8,530.8,188.1,216.9,376.2
2025-04-13 21:12:59,cardboard_box,0.351,318.3,176.6,636.7,352.7
2025-04-13 21:13:00,cardboard_box,0.822,496.1,204.2,287.3,407.2
2025-04-13 21:13:00,cardboard_box,0.624,320.0,187.2,640.0,374.3
2025-04-13 21:13:01,cardboard_box,0.582,405.1,237.2,462.7,473.5
2025-04-13 21:13:01,rock,0.278,400.2,237.4,466.4,473.2
2025-04-13 21:13:02,cardboard_box,0.317,319.9,199.1,639.8,398.3
2025-04-13 21:13:03,rock,0.512,409.9,237.3,444.7,473.9
2025-04-13 21:13:03,rock,0.948,591.3,232.4,95.0,464.8
2025-04-13 21:13:03,rock,0.447,326.6,240.2,625.1,479.5
2025-04-13 21:13:04,rock,0.889,383.1,237.8,507.3,475.7
2025-04-13 21:13:05,rock,0.597,327.0,238.8,622.5,476.0
2025-04-13 21:13:06,rock,0.496,342.5,239.2,592.4,478.4
2025-04-13 21:13:06,rock,0.95,448.7,236.1,382.7,472.2
2025-04-13 21:13:06,rock,0.44,326.9,240.5,623.0,478.9
2025-04-13 21:13:07,rock,0.408,326.2,240.4,623.3,479.3
2025-04-13 21:13:07,rock,0.978,488.7,237.0,302.1,474.0
2025-04-13 21:13:08,rock,0.667,323.5,240.2,630.1,479.7
2025-04-13 21:13:08,rock,0.675,546.2,458.1,182.2,42.3
2025-04-13 21:13:09,rock,0.568,326.3,240.6,624.2,478.8
2025-04-13 21:13:09,rock,0.973,608.3,234.1,63.1,468.2
2025-04-13 21:13:09,rock,0.396,608.1,304.2,63.8,351.1
2025-04-13 21:13:10,rock,0.866,326.0,238.6,624.3,477.1
2025-04-13 21:13:11,rock,0.805,327.3,240.5,623.9,478.9
2025-04-13 21:13:12,rock,0.896,326.5,238.3,624.0,476.5
2025-04-13 21:13:13,rock,0.476,88.5,428.8,177.0,100.2
2025-04-13 21:13:13,rock,0.254,254.9,238.1,506.0,476.1
2025-04-13 21:13:14,rock,0.879,316.9,239.0,633.9,477.9
2025-04-13 21:13:15,cardboard_box,0.399,99.0,180.8,195.5,349.5
2025-04-13 21:13:28,cardboard_box,0.498,305.2,235.8,595.7,471.6
2025-04-13 21:13:28,cardboard_box,0.557,125.9,182.6,251.4,365.1
2025-04-13 21:13:29,cardboard_box,0.557,313.8,236.7,627.6,473.5
2025-04-13 21:13:29,cat,0.971,176.7,183.5,348.5,240.8
2025-04-13 21:13:29,cardboard_box,0.898,586.0,156.0,107.4,300.1
2025-04-13 21:13:29,cardboard_box,0.539,625.0,149.6,29.2,287.5
2025-04-13 21:13:30,cardboard_box,0.649,180.4,188.1,359.9,376.1
2025-04-13 21:13:31,cardboard_box,0.667,313.5,237.9,627.0,475.8
2025-04-13 21:13:31,cat,0.978,171.7,182.8,339.4,264.1
2025-04-13 21:13:31,cardboard_box,0.809,585.4,198.9,108.2,192.0
2025-04-13 21:13:32,cardboard_box,0.367,245.3,240.6,485.0,478.9
2025-04-13 21:13:32,cardboard_box,0.769,302.8,238.0,595.2,476.0
2025-04-13 21:13:33,cat,0.98,124.7,174.7,247.2,294.7
2025-04-13 21:13:33,cardboard_box,0.869,544.3,187.2,191.3,337.2
2025-04-13 21:13:33,cardboard_box,0.401,358.6,240.0,562.6,480.0
2025-04-13 21:13:33,cat,0.273,358.3,240.1,562.6,479.8
2025-04-13 21:13:34,cardboard_box,0.746,302.1,238.1,595.2,476.1
2025-04-13 21:13:34,cat,0.979,122.1,172.0,241.9,331.3
2025-04-13 21:13:34,cardboard_box,0.86,549.5,201.0,180.3,221.0
2025-04-13 21:13:35,cardboard_box,0.489,448.4,234.1,383.3,467.1
2025-04-13 21:13:36,cat,0.92,186.2,163.7,372.3,327.5
2025-04-13 21:13:37,cat,0.799,209.0,180.7,415.5,361.4
2025-04-13 21:13:37,cardboard_box,0.754,303.4,237.9,596.7,475.9
2025-04-13 21:13:38,cardboard_box,0.715,377.6,238.4,524.8,476.7
2025-04-13 21:13:38,cardboard_box,0.666,600.0,185.8,79.9,247.2
2025-04-13 21:13:38,cat,0.618,145.6,192.5,289.1,385.0
2025-04-13 21:13:39,cardboard_box,0.437,303.0,238.2,597.7,475.9
2025-04-13 21:13:40,cardboard_box,0.673,301.9,237.3,594.5,474.6
2025-04-13 21:13:42,cardboard_box,0.836,223.6,237.7,439.9,475.2
2025-04-13 21:13:43,cardboard_box,0.309,164.5,237.9,325.2,475.7
2025-04-13 21:13:44,cardboard_box,0.597,544.5,191.0,191.0,220.0
